label	text_a
3	[SEP]70ce6d3a501801ad94c60000170303046e7d92af565bcc1279c4599f005039a3e8bc91f1e8ab73a41969d18dc85b80408103065b3a1ea5f011f82c4ccd92d9fb[SEP]0f2d95bf501040990ddd000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]0f2d95bf501840990fb2000017030302060000000000000032cb41b3e2b580db675d7821158bfc2de59305f12c35a6664efb2846a1ed741b755f0e81336489f9[SEP]70ce706a501001b8498e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]0f2d95bf501840991808000017030301a900000000000000342c22cd7e905f4e179acf14805c7246127c7f901f67a40b1e970db393ad15923a6691a779523246
2	[SEP]49380000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]49380000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]846c0000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]846c0000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]0000000000000001ff9b9a103a00050200000100830002fc00000000ff0200000000000000000001ff9b9a100000000000000000000000000000000000000000[SEP]0000000000000001ff9b9a103a00050200000100830002fc00000000ff0200000000000000000001ff9b9a100000000000000000000000000000000000000000[SEP]0000000000000001ff9b9a103a00050200000100830002fc00000000ff0200000000000000000001ff9b9a100000000000000000000000000000000000000000[SEP]0000000000000001ff9b9a103a00050200000100830002fc00000000ff0200000000000000000001ff9b9a100000000000000000000000000000000000000000[SEP]0000000000000001ff9b9a103a00050200000100830002fc00000000ff0200000000000000000001ff9b9a100000000000000000000000000000000000000000
1	[SEP]00000000a002721025cb0000020405b40402080a00530ac800000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]9c9eb8966012ffffbe4e0000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]53c64a025010721025b7000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]53c64a025018721027bc00001603010200010001fc03032a1152720aedfa6835fd4d9f4baa6a46f26ed00f502c0e1f0d0e9aab29c9acf5205c444b1678f7ae8d[SEP]9c9eba9b5010ffffd406000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2	[SEP]00000000a002721071dc0000020405b40402080a037cd9a500000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]680960d8a012389034c30000020405460402080a311c288d037cd9a5010303090000000000000000000000000000000000000000000000000000000000000000[SEP]680b4677801000e571d400000101080a037cd9b8311c288d00000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]680b4677801800e5720000000101080a037cd9f0311c288d000300182112a4421750c42be309650940cde4eb0019000411000000000d000400000e1080280004[SEP]680961048010001d99f300000101080a311c29b9037cd9f000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]000000000000000000010002022202230060f39c0130e35a0008000200000001000e000100011b8e7b0c782bcb9f6e930003000c0f3417eb0000000000000000[SEP]000000000000000000010002022202230060f3380130e35a0008000200640001000e000100011b8e7b0c782bcb9f6e930003000c0f3417eb0000000000000000[SEP]000000000000000000010002022202230060f2700130e35a00080002012c0001000e000100011b8e7b0c782bcb9f6e930003000c0f3417eb0000000000000000[SEP]000000000000000000010002022202230060f0e00130e35a0008000202bc0001000e000100011b8e7b0c782bcb9f6e930003000c0f3417eb0000000000000000[SEP]000000000000000000010002022202230060edc00130e35a0008000205dc0001000e000100011b8e7b0c782bcb9f6e930003000c0f3417eb0000000000000000
1	[SEP]00000000a0027210bb400000020405b40402080a005023f000000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]ab0970316012fffff6640000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]4e31940250107210bb2c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]4e31940250187210bb5d000082b9fa5bafae63b3af8f3b2c8fcaaa26d88b09c5677f26381cf613ff55a128fb0344b56ea8b5977a6df7c1af4d5cce873f000000[SEP]ab0970625010ffff0df1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2	[SEP]445b0000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]445b0000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]3dd000000001000000000000047770616400001c0001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]3dd000000001000000000000047770616400001c0001000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]e101029a6f9ea0575582bbdbe9142cc1da33d87a2f225f5495e038c77f44d4d6145d290000000000000000000000000000000000000000000000000000000000[SEP]87180239cc833ba88276f82f93f7a5b20b9b7606c4ee8830d01b8254f00c24ea6364f1731585ebe13a7bc7d1e0302f462394f70904cef1202ee68b370134c9c3[SEP]e18602325265f3e8c5983ded2b7637d0759e244e6b3360ce1f55ec643bbf02239389590000000000000000000000000000000000000000000000000000000000[SEP]de04022184972e2953970d0b471bff3c0a937875eccc5cb9b1872f4ad3dd3862e158d3250f64996470b21a47ce6a95ba7bb67d5452573caacf67bd225c235eaa[SEP]e2490227e8d727bf3e6b7cb014acceb6025b77950a3554308dbbce10218d4e21e5e66a0000000000000000000000000000000000000000000000000000000000
2	[SEP]000000008002ffff2f140000020405b4010303080101040200000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]4aceeace6012ffff46b20000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]14a816025010ffff2f08000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]14a816025018ffff2fdd000016030300d0010000cc0303552d4042e3c56e17a1bda8bd78f01bc64acc4b0c79aa20bd96f39ca149b8424620ba1e000037b87b9a[SEP]4aceeba35010ffff5d9a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]00000000a00272109dca0000020405b40402080a005be8a700000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]2581251c6012ffff25220000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]26a39a02501072109db6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]26a39a02501872109fbb00001603010200010001fc0303f1c1db44d05c745e79814a8b26223fd30eaee4980bbbf87fdae04bf39fd23083206f51a9b79124f57d[SEP]258127215010ffff3ada000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4	[SEP]000300182112a442fe385722d51b3f4d3e9d8af40019000411000000000d000400000e10802800049e1c1d810000000000000000000000000000000000000000[SEP]011300542112a442fe385722d51b3f4d3e9d8af40009001000000401556e617574686f72697a6564001500283963343431393535653838613234663732383531[SEP]000300842112a4421fb1e3112c7b6752d4c1ab780019000411000000000d000400000e100006001070357336594e696742304638565a77710014000d7475726e[SEP]010300382112a4421fb1e3112c7b6752d4c1ab780020000800018b52a2d854d4001600080001f1778ceeeb1f000d00040000038400080014faca3780d4d81f57[SEP]000800802112a442bff828fe9b92324011a308e2001200080001e8e8a2d854150006001070357336594e696742304638565a77710014000d7475726e2e666163
1	[SEP]0000000000000001ff360a8b3a000502000001008300393200000000ff0200000000000000000001ff360a8b0000000000000000000000000000000000000000[SEP]0000000000000001ff360a8b3a000502000001008300393200000000ff0200000000000000000001ff360a8b0000000000000000000000000000000000000000[SEP]0000000000000001ff360a8b3a000502000001008300393200000000ff0200000000000000000001ff360a8b0000000000000000000000000000000000000000[SEP]0000000000000001ff360a8b3a000502000001008300393200000000ff0200000000000000000001ff360a8b0000000000000000000000000000000000000000[SEP]0000000000000001ff360a8b3a000502000001008300393200000000ff0200000000000000000001ff360a8b0000000000000000000000000000000000000000
1	[SEP]00000000a002721017cb0000020405b40402080a005c677f00000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]81c5ed6d6012ffffaca30000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]279d9a025010721017b7000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]279d9a025018721019bc00001603010200010001fc030362151c3ef95e8880509588b00fdc6ec52dd4d1a200365ce64d9fe3dc22bc5ed820a589010dd3433201[SEP]81c5ef725010ffffc25b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3	[SEP]f59a0110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]f59a0110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]f59a0110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]f59c0110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]f59c0110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000
4	[SEP]00000000800220009d790000020405b4010303020101040200000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]01f625e88012a794d4da000002040546010104020103030700000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]04131e30501040999d6d000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]04131e30501840999f7200001603010200010001fc0303eb69d2ecff610a02dca1ebcb2cc5ffd9a799611bfb79f624514d5b8f11900f2c20c373608c061d8858[SEP]01f627ed50100158b976000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2	[SEP]000000000000000000010003f61514eb001e1b09707a00000001000000000000047770616400001c000100000000000000000000000000000000000000000000[SEP]000000000000000000010003f61514eb001e1b09707a00000001000000000000047770616400001c000100000000000000000000000000000000000000000000[SEP]000000000000000000010003f61514eb001eeb48a03a00000001000000000000047770616400001c000100000000000000000000000000000000000000000000[SEP]000000000000000000010003f61514eb001eeb48a03a00000001000000000000047770616400001c000100000000000000000000000000000000000000000000
2	[SEP]000100002112a4426769514b642b305757596c300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]000100002112a4426769514b642b305757596c300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]000100002112a4426769514b642b305757596c300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]000100002112a4426769514b642b305757596c300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]000100002112a4426769514b642b305757596c300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4	[SEP]3ab87ca5801805a48b4900000101080a037eef97aa021d8817030304a5000000000000032a7562bafd231dbf05d52a7d7fbbb805f6be453d13b96eab923f4477[SEP]3ab87ca5801805a48a9200000101080a037eef97aa021d8817030303ee000000000000032bb7d33d2f9f37ab975b3cc3351ce851fced2d12459402838c3c980e[SEP]3ab87ca5801805a488a100000101080a037eef97aa021d8817030301fd000000000000032c4cdf31dccbec49c3446a795196e22bccfbe930d536bd1260323fd7[SEP]3ab87ca5801805a48b8a00000101080a037eefacaa021d8817030304e6000000000000032dc0531dd9c5fde48566c098baa458ee825e8be4c4771ca439fa8d61[SEP]3ab87ca5801805a4878a00000101080a037eefacaa021d8817030300e6000000000000032eeb4c283c1455144fdbc1f525ebbcd9a0391ba478a09b094c4c866b
1	[SEP]00000000a002721025cb0000020405b40402080a00538e6500000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]7f3d09646012ffff89da0000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]54c04a025010721025b7000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]54c04a025018721027bc00001603010200010001fc030359994a7228be3f8fcc39b643e5ccf19a48ea970715f188bef4d02925293cfbcf205c444b1678f7ae8d[SEP]7f3d0b695010ffff9f92000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2	[SEP]000000000000000000010003e40414eb001e9a42960700000001000000000000047770616400001c000100000000000000000000000000000000000000000000[SEP]000000000000000000010003e40414eb001e9a42960700000001000000000000047770616400001c000100000000000000000000000000000000000000000000[SEP]000000000000000000010003e40414eb001e2c5b03ef00000001000000000000047770616400001c000100000000000000000000000000000000000000000000[SEP]000000000000000000010003e40414eb001e2c5b03ef00000001000000000000047770616400001c000100000000000000000000000000000000000000000000
4	[SEP]00000000a002721071e90000020405b40402080a03760a3700000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]70858cdfa012389043740000020405460402080a310094e303760a37010303090000000000000000000000000000000000000000000000000000000000000000[SEP]1a9eaa87801000e571e100000101080a03760a4b310094e300000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]1a9eaa87801800e5720d00000101080a03760a69310094e3000300182112a44259694513690ab022921490f00019000411000000000d000400000e1080280004[SEP]70858d0b8010001da92100000101080a310095ab03760a6900000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]d1980110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]d1980110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]d1980110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]d19b0110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]d19b0110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000
1	[SEP]00000000a0027210ff2c0000020405b40402080a005b678c00000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]00000000a0027210ff2c0000020405b40402080a005b688600000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]00000000a0027210ff2c0000020405b40402080a005b6a7b00000000010303070000000000000000000000000000000000000000000000000000000000000000
1	[SEP]000000000001000000000000033139300235320332323902343307696e2d61646472046172706100000c00010000000000000000000000000000000000000000[SEP]000000000001000000000000033139300235320332323902343307696e2d61646472046172706100000c00010000000000000000000000000000000000000000[SEP]000000000001000000000000033139300235320332323902343307696e2d61646472046172706100000c00010000000000000000000000000000000000000000[SEP]000000000001000000000000033139300235320332323902343307696e2d61646472046172706100000c00010000000000000000000000000000000000000000[SEP]000000000001000000000000033139300235320332323902343307696e2d61646472046172706100000c00010000000000000000000000000000000000000000
3	[SEP]633001000001000000000000037777770866616365626f6f6b03636f6d0000010001000000000000000000000000000000000000000000000000000000000000[SEP]633081800001000200020002037777770866616365626f6f6b03636f6d0000010001c00c0005000100000813000c04737461720463313072c010c02e00010001[SEP]db5901000001000000000000037777770866616365626f6f6b03636f6d00001c0001000000000000000000000000000000000000000000000000000000000000[SEP]db5981800001000200020002037777770866616365626f6f6b03636f6d00001c0001c00c0005000100000813000c04737461720463313072c010c02e001c0001
2	[SEP]55ac0000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]55ac0000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]e7410000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]e7410000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0	[SEP]52ebc1975018fb3f3a9500002a050112000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]8813b99b501040006155000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]52ebc1975018fb3f3a9500002a050113000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]8813b9a150104000614f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]52ebc1975018fb3f3a9500002a050114000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3	[SEP]162c01000001000000000000037777770866616365626f6f6b03636f6d0000010001000000000000000000000000000000000000000000000000000000000000[SEP]162c81800001000200020002037777770866616365626f6f6b03636f6d0000010001c00c00050001000009c0000c04737461720463313072c010c02e00010001[SEP]30f401000001000000000000037777770866616365626f6f6b03636f6d00001c0001000000000000000000000000000000000000000000000000000000000000[SEP]30f481800001000200020002037777770866616365626f6f6b03636f6d00001c0001c00c00050001000009c0000c04737461720463313072c010c02e001c0001
2	[SEP]45000084ebe840005011ccd2adfc4f5083caf096c57f8b1c00700054000100542112a4425a2f347159395a396e424e500006001937353537626230623a6f6d49[SEP]45000084ec0c40005011ccaeadfc4f5083caf096c57fb97100709ead000100542112a4425555787746365570716a306d0006001937353537626230623a6f6d49[SEP]45000084ec8140005011cc39adfc4f5083caf096d0bd8b1c0070d95c000100542112a442463441644c4f4d4a657846710006001937353537626230623a6f6d49[SEP]45000084ec9a40005011cc20adfc4f5083caf096e3568b1c0070efd9000100542112a44248525065455049694b54782f0006001937353537626230623a6f6d49[SEP]45000084eccd40004f11ccedadfc4f5083caf096d0bdb97100705976000100542112a4423530774a66323772513855590006001937353537626230623a6f6d49
2	[SEP]8f400000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]8f400000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]ff7700000001000000000000047770616400001c0001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]ff7700000001000000000000047770616400001c0001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]d4e500000001000000000000047770616400001c0001000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]0000000000000001ff099bf93a000502000001008300402e00000000ff0200000000000000000001ff099bf90000000000000000000000000000000000000000[SEP]0000000000000001ff099bf93a000502000001008300402e00000000ff0200000000000000000001ff099bf90000000000000000000000000000000000000000[SEP]0000000000000001ff099bf93a000502000001008300402e00000000ff0200000000000000000001ff099bf90000000000000000000000000000000000000000[SEP]0000000000000001ff099bf93a000502000001008300402e00000000ff0200000000000000000001ff099bf90000000000000000000000000000000000000000[SEP]0000000000000001ff099bf93a000502000001008300402e00000000ff0200000000000000000001ff099bf90000000000000000000000000000000000000000
2	[SEP]45000084275c000080112a8a83caf05783caf096f6f5b97100705cb6000100542112a442334b34336c665a58585146730006001937353537626230623a6f6d49[SEP]450000b211da000080113fde83caf05783caf096f6f69368009e344b80f8475777b85e1d01d6e9b0a67755f88220db06236b23700b4c1c00f57325ecbadc9bf5[SEP]4500008b11db00008011400483caf05783caf096f6f58b1c007716ae906dafc5e75335d74a7a5616bede000110b2000018fed9f95a690d93d1b19b221fec24ab[SEP]450000b111dc000080113fdd83caf05783caf096f6f69368009d1fa780f8475877b8695d01d6e9b0e37460cd549d07319a8cb01530c20fa284f86362b01506a2[SEP]4500008f11dd000080113ffe83caf05783caf096f6f58b1c007b3f72906dafc6e75339974a7a5616bede000110ad00002ec64db62bf8784738b68438a147a65b
2	[SEP]000000000000000000010003dec414eb001e673f6c82000000010000000000000477706164000001000100000000000000000000000000000000000000000000[SEP]000000000000000000010003dec414eb001e673f6c82000000010000000000000477706164000001000100000000000000000000000000000000000000000000[SEP]000000000000000000010003dec414eb001ef77edc2700000001000000000000047770616400001c000100000000000000000000000000000000000000000000[SEP]000000000000000000010003dec414eb001ef77edc2700000001000000000000047770616400001c000100000000000000000000000000000000000000000000[SEP]000000000000000000010003dec414eb001e5c0977b8000000010000000000000477706164000001000100000000000000000000000000000000000000000000
4	[SEP]000300182112a4421894e4bd4cc3ee71f24a286b0019000411000000000d000400000e10802800042939334b0000000000000000000000000000000000000000[SEP]011300542112a4421894e4bd4cc3ee71f24a286b0009001000000401556e617574686f72697a6564001500283963343431393535653838613234663732383531[SEP]000300842112a442eb28f261bd52d2fe42a2433a0019000411000000000d000400000e100006001070357336594e696742304638565a77710014000d7475726e[SEP]010300382112a442eb28f261bd52d2fe42a2433a002000080001c6fda2d854d4001600080001eec18ceeeb1f000d00040000038400080014f047c41b0b639be0
2	[SEP]000000000000000000010003f16714eb0023b2541eee00000001000000000000096e706962646566393800001c00010000000000000000000000000000000000[SEP]000000000000000000010003f16714eb0023b2541eee00000001000000000000096e706962646566393800001c00010000000000000000000000000000000000[SEP]000000000000000000010003f16714eb001e434e4ce300000001000000000000047770616400001c000100000000000000000000000000000000000000000000[SEP]000000000000000000010003f16714eb001e434e4ce300000001000000000000047770616400001c000100000000000000000000000000000000000000000000
4	[SEP]000000008002fffffe2c0000020405b4010303010101040200000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]fd7be8778012fffff408000002040546010303010101040200000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]9074ca6350108000fe20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]9074ca6350188000001b000016030101f5010001f10303b31063af099350e7a0e17132cc42df870b4d99420deeb03c5dd4403e42be8bec2033718950caebed97[SEP]fd7bea7150107f037aba0000160303003502000031030355194eed88c156922672f238c5b428ec8807723ad615cbe4912bac6571ad0d9f00009d000009ff0100
2	[SEP]000100002112a44270657739754b4746593230500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]000300082112a44237514c474669656f2f6152610019000411000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]0101000c2112a44270657739754b474659323050002000080001d7e4a2d854150000000000000000000000000000000000000000000000000000000000000000[SEP]011300542112a44237514c474669656f2f6152610009001000000401556e617574686f72697a6564001500286134346231393535343732643535613038663936[SEP]000300742112a4425a6b453034545a7846383545001900041100000000060010483477345a615330463277317a2d6d750014000d7475726e2e66616365626f6f
2	[SEP]000000000000000000010003f3c914eb001e7bb9121600000001000000000000047770616400001c000100000000000000000000000000000000000000000000[SEP]000000000000000000010003f3c914eb001e7bb9121600000001000000000000047770616400001c000100000000000000000000000000000000000000000000[SEP]000000000000000000010003f3c914eb001e9a4bf39e000000010000000000000477706164000001000100000000000000000000000000000000000000000000[SEP]000000000000000000010003f3c914eb001e9a4bf39e000000010000000000000477706164000001000100000000000000000000000000000000000000000000
4	[SEP]000100542112a44259456e4a644b74596c5a2f760006001966303436373937663a70566b3052615458734758324f34617800000080290008c3aade812582e1f3[SEP]0101002c2112a44259456e4a644b74596c5a2f76002000080001e9f3a2d8541500080014db66d64f87793ae9ac397743a5f58d81b02d7b118028000438dee225[SEP]000100542112a4422f4d2b78776c4b50784b6e4c0006001966303436373937663a70566b3052615458734758324f34617800000080290008c3aade812582e1f3[SEP]0101002c2112a4422f4d2b78776c4b50784b6e4c002000080001e9f3a2d85415000800143fd20bf44409e6802f2ecdd145350b976e994b9080280004cd5c87c2[SEP]000100542112a4426b2b4176616c4365413139440006001966303436373937663a70566b3052615458734758324f34617800000080290008c3aade812582e1f3
4	[SEP]33a50396801003b1132500000101080a037ef4c0a5f526a500000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]e91409f780100238cc8c00000101080aa5f54e8c037e92ad00000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]33a50396801003b1132500000101080a037efee9a5f54e8c00000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]e91409f780100238a48f00000101080aa5f57689037e92ad00000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]33a50396801803b1135a00000101080a037f03c1a5f5768915030300305e3cad2afad4e094c6b2689cab0419d7ef8362ecc12dd8e49c039bcd03e31dd0573fe5
1	[SEP]110a448283caf078008a00b100002045484546444244434449454e44444443434143414341434143414341434141410020464845504643454c45484643455046[SEP]110a448383caf078008a00b100002045484546444244434449454e44444443434143414341434143414341434141410020464845504643454c45484643455046[SEP]110a448483caf078008a00da00002045484546444244434449454e44444443434143414341434143414341434141410020464845504643454c45484643455046[SEP]110a448683caf078008a00b100002045484546444244434449454e44444443434143414341434143414341434141410020464845504643454c45484643455046[SEP]110a448783caf078008a00b100002045484546444244434449454e44444443434143414341434143414341434141410020464845504643454c45484643455046
1	[SEP]00000000a002721025cb0000020405b40402080a005ef9fd00000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]fb01246c6012ffff0ee20000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]2cb06e025010721025b7000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]2cb06e025018721027bc00001603010200010001fc0303d4da4feee3e430fb12503803ffa23aeea34bfa583b5aae0cf6a45edee675b38920024f4ff1f9bb7e07[SEP]fb0126715010ffff249a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]00000000a002721025cb0000020405b40402080a005f9ca800000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]d3a9d4086012ffff41560000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]2df2b2025010721025b7000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]2df2b2025018721027bc00001603010200010001fc030324df5b01d5c8cc55937a666d1e6152ecb0e1ba49c1df89340a768f11c23a9bca20024f4ff1f9bb7e07[SEP]d3a9d60d5010ffff570e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2	[SEP]90950000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]90950000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]07d700000001000000000000047770616400001c0001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]07d700000001000000000000047770616400001c0001000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]e0fd029d4a97626d080cd086c19b3792ea25b783282db7e7d7d821f109266c3d9709c90000000000000000000000000000000000000000000000000000000000[SEP]c90702a179677024683a6bfcb6dd3431844ab1a534f8b937e4f096ee6a86c7daec9a34a0cb3d59f7271f3a5effeb6aab331307f40c36c9a93438b88308e5126f[SEP]e19f022f3d92a1fdcd014450beb2fbcb31eaf3d7d32d2b178f08f0302f2a58d11402a00000000000000000000000000000000000000000000000000000000000[SEP]19e002415aaed2c4c828ae51901db3047503e3fa4e17d77b32d10a7f073436aaae2ce1de6d11f508d14a6e2c3c4b8794ba8815a9bf8cd15c5d9ca2d429a857c0[SEP]e26c029e9e599353e8cc47eb58532fd9db814a1dd8727a34d54ca955d4b7e7bdd7cfc90000000000000000000000000000000000000000000000000000000000
0	[SEP]f084acb55018fd20f2fd00002a05027c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]fa208ac350104000dca7000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]f084acb55018fd20f2f600002a05027d000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]fa208ac950104000dca1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]f084acb55018fd20f2ef00002a05027e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0	[SEP]f32ac5315018fa5b296a000017030200701490cc597ca37fd112e2b42e553929f230f17bbd1da3570c19c2f08c0b8c861699d83a19b047e7b2f49d828e266104[SEP]095d2f3d501040007c04000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]f32ac5315018fa5b8fc000001703020060c197d18bdd88bf77671c321d54da3f8ad2c416bfab14d7f5b4e9a427fa004c7a79903a775cfea6d8462edd5e7abba2[SEP]095d2fa2501840003d3f00001703020100b6e538ccbe6f12d09e5776e407e1ce8e974776a4d4dcc9f8358dc88f906dd8cd39f226b968659e77bda95169c7baa5[SEP]095d2fa250184000ca4000001703020060897292f1e2223881fda315a074b8e4c522e32ed017fc6e73c4ca7aabf1a9d5d0498a5e6de42eed3db35c45af11cdfa
